Nome,Idade,Curso,Ano de Ingresso,Semestre Atual,Média de Notas,Total de Créditos Concluídos,Bolsa de Estudo,Tipo de Alojamento,Participação em Atividades Extracurriculares,Participação em Projetos de Pesquisa,Estágio Atual,Empresa do Estágio,Tempo de Viagem até a Universidade,Satisfação com o Curso
Daniel Almeida,22,Medicina,2015,5,5.4,95,não,casa,sim,não,não,,29,5
Helena Martins,22,Ciência da Computação,2020,10,9.27,98,não,apartamento,não,sim,não,,53,2
Helena Oliveira,19,Engenharia,2018,10,0.13,9,não,moradia estudantil,sim,não,não,,26,5
Erika Ferreira,24,Psicologia,2015,6,6.1,179,não,república,não,não,não,,15,4
Erika Santos,28,Engenharia,2017,6,3.72,149,não,república,não,não,não,,44,2
Julia Santos,20,Administração,2020,1,9.39,145,não,casa,não,não,não,,43,3
Erika Martins,25,Administração,2015,3,5.68,104,não,república,não,não,não,,49,4
Helena Pereira,21,Direito,2015,6,8.05,169,não,casa,não,sim,não,,45,4
Bruno Santos,26,Arquitetura,2018,3,0.08,133,sim,apartamento,sim,sim,não,,43,3
Julia Ferreira,20,Psicologia,2015,8,1.15,18,não,apartamento,não,não,não,,43,3
Helena Santos,23,Engenharia,2015,10,5.95,121,sim,apartamento,não,não,não,,27,4
Carla Pereira,20,Arquitetura,2020,7,3.35,124,não,casa,sim,não,não,,25,5
Julia Gomes,21,Direito,2017,8,4.95,99,sim,moradia estudantil,não,sim,sim,Empresa B,49,1
Igor Costa,18,Arquitetura,2018,6,7.82,158,não,apartamento,sim,sim,não,,49,1
Carla Santos,19,Engenharia,2019,9,9.09,152,não,moradia estudantil,não,não,não,,30,5
Alice Costa,23,Arquitetura,2020,9,2.03,114,não,casa,não,não,não,,27,3
Igor Santos,18,Administração,2016,1,2.3,53,sim,apartamento,não,não,sim,Empresa A,51,2
Bruno Martins,29,Administração,2020,6,3.41,149,não,moradia estudantil,sim,não,não,,24,3
Alice Costa,28,Engenharia,2017,1,8.82,138,sim,república,não,não,não,,40,1
Daniel Costa,20,Psicologia,2017,6,4.46,52,não,casa,não,não,não,,28,5
Erika Martins,23,Psicologia,2017,4,2.51,127,sim,apartamento,sim,não,não,,48,4
Bruno Ferreira,21,Medicina,2019,8,4.39,112,não,apartamento,não,não,não,,21,3
Helena Santos,19,Medicina,2015,10,9.28,100,sim,república,sim,não,não,,53,2
Daniel Ferreira,30,Psicologia,2018,1,4.32,31,não,república,não,não,não,,46,4
Daniel Silva,30,Ciência da Computação,2017,5,7.94,58,sim,república,não,sim,não,,27,1
Gustavo Ribeiro,29,Engenharia,2018,8,7.63,160,não,casa,não,não,não,,34,5
Julia Almeida,28,Ciência da Computação,2019,3,7.13,7,sim,moradia estudantil,sim,sim,não,,46,4
Julia Ribeiro,26,Ciência da Computação,2017,6,8.84,176,não,república,sim,não,não,,32,2
Julia Pereira,28,Engenharia,2017,10,2.8,18,sim,casa,não,sim,não,,60,2
Erika Oliveira,20,Medicina,2017,1,6.56,96,não,república,não,não,não,,41,4
Erika Santos,26,Administração,2018,2,1.42,125,não,casa,não,não,sim,Empresa E,50,5
Alice Ferreira,30,Direito,2019,7,6.57,80,não,apartamento,não,não,não,,51,3
Alice Ferreira,30,Direito,2016,10,5.15,29,sim,apartamento,não,sim,não,,22,3
Julia Pereira,27,Psicologia,2018,9,3.3,199,não,moradia estudantil,não,não,não,,11,2
Alice Oliveira,28,Medicina,2019,9,5.18,65,não,casa,não,sim,não,,21,3
Igor Costa,25,Ciência da Computação,2017,7,6.17,9,não,moradia estudantil,não,não,não,,38,3
Alice Costa,28,Arquitetura,2020,6,8.45,80,não,apartamento,não,não,não,,10,1
Igor Oliveira,20,Arquitetura,2017,3,1.09,178,não,moradia estudantil,sim,não,não,,28,3
Igor Santos,25,Arquitetura,2018,7,8.42,177,sim,república,não,não,não,,35,2
Gustavo Pereira,26,Ciência da Computação,2018,4,9.04,75,não,apartamento,não,sim,sim,Empresa B,16,5
Julia Ferreira,23,Medicina,2019,5,5.81,10,não,república,não,sim,não,,50,2
Daniel Costa,21,Medicina,2018,7,4.91,179,não,moradia estudantil,sim,sim,não,,36,3
Daniel Ferreira,23,Medicina,2018,1,6.83,86,não,casa,não,não,não,,24,4
Fernanda Santos,18,Ciência da Computação,2019,2,2.92,8,não,moradia estudantil,não,não,não,,20,4
Julia Almeida,29,Psicologia,2015,6,7.8,0,não,apartamento,não,não,não,,34,4
Fernanda Costa,25,Engenharia,2019,5,7.81,16,não,república,não,não,não,,20,1
Erika Gomes,29,Direito,2018,3,9.73,190,não,apartamento,não,sim,não,,16,5
Daniel Costa,20,Engenharia,2018,10,6.94,166,não,apartamento,não,não,não,,22,2
Erika Ribeiro,19,Direito,2016,4,6.0,62,não,república,não,não,sim,Empresa D,28,1
Carla Martins,21,Direito,2017,1,8.09,156,sim,apartamento,sim,não,sim,Empresa A,23,2
Helena Oliveira,29,Psicologia,2016,6,7.32,146,não,apartamento,não,não,não,,60,5
Alice Santos,30,Psicologia,2017,9,5.43,103,não,república,não,não,não,,45,3
Daniel Silva,25,Psicologia,2016,1,2.77,26,não,moradia estudantil,sim,não,não,,11,5
Erika Pereira,30,Arquitetura,2016,1,6.1,188,não,apartamento,não,não,sim,Empresa E,60,5
Igor Almeida,23,Ciência da Computação,2020,3,7.28,100,não,moradia estudantil,sim,não,sim,Empresa C,18,4
Julia Gomes,30,Direito,2020,7,9.21,140,não,apartamento,não,não,não,,38,1
Fernanda Oliveira,22,Direito,2016,1,6.49,83,não,república,não,não,não,,40,3
Bruno Santos,27,Psicologia,2015,9,4.2,16,sim,apartamento,não,não,não,,35,4
Erika Santos,30,Engenharia,2017,8,8.89,117,não,apartamento,não,não,não,,36,4
Alice Pereira,22,Ciência da Computação,2017,8,2.81,165,não,república,não,não,não,,20,1
Fernanda Oliveira,29,Administração,2019,6,2.97,120,não,república,não,não,não,,37,3
Igor Gomes,23,Administração,2018,3,9.79,29,não,moradia estudantil,não,não,não,,27,3
Alice Martins,21,Direito,2017,4,3.04,36,não,república,não,sim,não,,54,3
Daniel Santos,30,Administração,2019,10,7.08,20,não,casa,não,não,não,,28,1
Igor Ribeiro,21,Direito,2020,2,8.77,80,não,casa,não,não,não,,48,4
Fernanda Oliveira,30,Direito,2016,5,0.31,69,não,moradia estudantil,não,não,não,,52,1
Alice Oliveira,22,Ciência da Computação,2015,6,1.68,180,não,moradia estudantil,não,não,não,,22,5
Gustavo Ribeiro,20,Ciência da Computação,2019,3,9.54,151,sim,república,não,não,não,,49,4
Gustavo Pereira,26,Medicina,2015,5,4.66,26,não,república,não,não,sim,Empresa E,10,1
Carla Martins,30,Administração,2020,5,0.69,25,não,apartamento,não,não,não,,21,1
Gustavo Oliveira,21,Medicina,2019,2,9.07,128,não,moradia estudantil,não,não,não,,24,2
Carla Santos,18,Administração,2020,5,5.03,127,não,moradia estudantil,não,não,não,,15,2
Alice Ferreira,21,Medicina,2016,7,5.15,44,não,república,não,não,sim,Empresa E,40,3
Bruno Santos,20,Administração,2016,4,1.29,79,não,casa,não,não,sim,Empresa D,23,4
Bruno Gomes,25,Ciência da Computação,2020,9,1.11,78,não,casa,não,não,sim,Empresa C,43,3
Fernanda Silva,29,Engenharia,2015,3,3.46,43,sim,moradia estudantil,sim,não,sim,Empresa E,42,3
Daniel Ferreira,18,Ciência da Computação,2018,7,4.26,198,não,república,não,não,não,,45,1
Alice Costa,21,Administração,2020,2,9.87,147,não,apartamento,não,não,não,,34,1
Daniel Silva,24,Arquitetura,2018,9,7.58,63,sim,moradia estudantil,não,não,não,,19,5
Daniel Pereira,29,Arquitetura,2017,2,6.8,165,não,moradia estudantil,não,não,não,,22,4
Carla Gomes,24,Medicina,2015,10,4.5,195,sim,moradia estudantil,sim,não,não,,35,3
Bruno Pereira,20,Medicina,2020,6,8.91,47,não,casa,não,não,não,,29,4
Igor Almeida,26,Engenharia,2020,1,1.94,162,não,república,não,não,não,,23,3
Carla Martins,25,Administração,2018,7,4.6,156,não,moradia estudantil,não,sim,não,,30,2
Bruno Silva,25,Direito,2015,8,3.45,44,não,apartamento,não,não,sim,Empresa C,59,3
Daniel Ribeiro,25,Administração,2018,2,5.52,79,não,apartamento,não,não,não,,16,3
Helena Ribeiro,30,Ciência da Computação,2019,9,5.66,178,não,república,sim,não,não,,51,1
Daniel Almeida,22,Medicina,2020,2,6.51,166,não,república,não,não,não,,39,5
Gustavo Pereira,18,Medicina,2015,1,4.92,119,não,república,não,sim,sim,Empresa D,11,3
Carla Costa,18,Engenharia,2017,1,2.88,180,não,casa,sim,não,não,,19,4
Alice Silva,25,Direito,2016,5,3.6,123,sim,apartamento,não,sim,não,,36,5
Bruno Pereira,29,Administração,2017,9,3.62,80,sim,república,não,sim,não,,41,5
Gustavo Gomes,24,Medicina,2018,1,0.7,126,não,apartamento,não,não,não,,39,5
Daniel Ribeiro,27,Ciência da Computação,2018,1,5.01,11,não,república,não,sim,não,,21,4
Julia Costa,23,Psicologia,2017,1,1.26,91,não,casa,sim,não,não,,14,1
Julia Pereira,19,Medicina,2018,1,1.52,166,não,casa,não,não,não,,45,1
Julia Santos,18,Ciência da Computação,2019,5,0.7,76,não,casa,não,não,sim,Empresa A,41,5
Erika Martins,22,Psicologia,2018,4,6.64,38,não,casa,sim,sim,não,,30,3
Helena Gomes,21,Psicologia,2018,1,4.45,193,não,apartamento,não,não,não,,56,5
Erika Santos,28,Engenharia,2020,2,4.19,81,não,apartamento,não,não,não,,42,1
Julia Costa,23,Medicina,2017,3,2.88,57,sim,república,não,não,sim,Empresa A,29,2
Alice Gomes,29,Administração,2019,10,7.16,26,não,moradia estudantil,não,não,não,,10,4
Carla Pereira,30,Ciência da Computação,2016,10,8.82,87,não,apartamento,não,não,não,,60,3
Daniel Gomes,26,Psicologia,2016,5,6.89,76,não,apartamento,sim,não,não,,58,4
Helena Almeida,19,Engenharia,2015,9,2.21,166,não,casa,sim,não,não,,52,5
Julia Silva,25,Administração,2016,4,2.68,68,não,casa,não,sim,não,,16,5
Erika Ferreira,20,Engenharia,2020,7,7.67,180,não,casa,não,não,não,,16,4
Fernanda Oliveira,25,Ciência da Computação,2020,8,8.8,152,não,casa,não,não,não,,52,2
Fernanda Santos,28,Arquitetura,2020,6,6.73,37,não,república,não,não,não,,22,1
Helena Pereira,26,Engenharia,2019,9,7.63,29,não,moradia estudantil,não,não,não,,51,3
Alice Ribeiro,19,Psicologia,2016,8,2.02,6,sim,moradia estudantil,não,não,sim,Empresa C,30,3
Bruno Silva,30,Medicina,2015,5,0.52,4,não,moradia estudantil,não,não,não,,25,4
Helena Silva,27,Medicina,2017,4,3.84,199,não,casa,não,não,não,,37,5
Bruno Gomes,30,Arquitetura,2020,5,0.42,57,não,casa,não,sim,não,,48,4
Bruno Pereira,26,Direito,2017,4,1.7,31,não,moradia estudantil,não,sim,não,,46,4
Helena Silva,20,Ciência da Computação,2019,9,1.45,122,não,moradia estudantil,não,não,não,,11,4
Erika Gomes,26,Medicina,2020,1,4.41,108,não,casa,não,não,não,,40,3
Igor Gomes,18,Direito,2015,6,9.6,24,não,moradia estudantil,não,não,não,,17,2
Igor Martins,22,Direito,2020,5,1.58,113,não,república,não,não,não,,19,3
Julia Pereira,27,Engenharia,2020,2,4.48,156,sim,apartamento,não,não,sim,Empresa E,19,5
Helena Martins,29,Engenharia,2016,3,1.75,82,sim,apartamento,não,não,não,,54,4
Bruno Gomes,26,Medicina,2018,5,7.36,55,não,moradia estudantil,não,não,não,,47,1
Daniel Martins,19,Arquitetura,2017,9,9.26,155,não,apartamento,não,sim,não,,27,2
Carla Ferreira,25,Ciência da Computação,2017,2,4.65,119,não,casa,sim,não,sim,Empresa C,24,4
Alice Silva,18,Administração,2015,10,1.01,174,não,apartamento,não,sim,sim,Empresa D,50,2
Carla Martins,27,Administração,2020,5,9.08,90,não,moradia estudantil,não,não,não,,26,2
Julia Almeida,30,Medicina,2015,4,6.36,60,não,casa,não,não,sim,Empresa D,34,3
Carla Santos,20,Engenharia,2016,7,0.27,26,não,moradia estudantil,não,não,sim,Empresa A,51,4
Julia Silva,27,Arquitetura,2015,3,2.64,0,não,apartamento,não,não,não,,26,3
Carla Martins,23,Ciência da Computação,2020,3,5.03,50,sim,república,não,não,não,,31,2
Carla Ferreira,30,Medicina,2019,2,3.74,5,não,moradia estudantil,não,não,não,,20,3
Erika Martins,30,Arquitetura,2020,7,8.27,181,não,apartamento,não,não,não,,31,3
Erika Silva,27,Ciência da Computação,2016,6,7.24,186,não,casa,sim,não,não,,47,2
Erika Ribeiro,18,Arquitetura,2017,5,5.65,57,não,moradia estudantil,não,não,não,,35,5
Erika Gomes,23,Administração,2019,1,1.84,53,não,república,não,não,sim,Empresa D,45,1
Alice Pereira,24,Medicina,2017,1,7.53,29,não,república,não,não,não,,12,2
Igor Martins,22,Psicologia,2020,5,6.05,62,não,apartamento,não,não,não,,23,2
Helena Almeida,19,Ciência da Computação,2015,4,2.6,48,não,casa,não,sim,não,,11,2
Fernanda Ribeiro,25,Medicina,2016,8,8.33,159,não,apartamento,não,não,não,,10,1
Bruno Pereira,23,Psicologia,2016,10,2.64,94,não,apartamento,não,não,sim,Empresa E,24,5
Julia Ribeiro,18,Direito,2019,10,2.87,142,não,apartamento,não,não,não,,52,3
Bruno Almeida,22,Direito,2019,8,9.35,89,não,moradia estudantil,não,não,sim,Empresa B,21,5
Carla Almeida,30,Engenharia,2020,1,7.38,85,não,apartamento,sim,não,não,,40,1
Gustavo Martins,18,Direito,2016,9,6.51,155,sim,república,não,não,sim,Empresa B,49,1
Carla Costa,20,Direito,2019,2,4.86,121,não,casa,sim,não,não,,51,4
Erika Martins,19,Engenharia,2016,4,3.61,94,não,moradia estudantil,não,não,não,,56,2
Daniel Ferreira,25,Ciência da Computação,2018,3,9.79,13,não,moradia estudantil,sim,não,não,,37,1
Fernanda Santos,27,Direito,2018,5,6.59,68,não,casa,não,não,não,,43,3
Julia Costa,23,Direito,2020,3,3.62,58,sim,apartamento,não,não,não,,27,3
Carla Ribeiro,30,Medicina,2018,4,9.26,141,não,república,não,não,não,,23,5
Daniel Oliveira,20,Arquitetura,2015,3,5.34,193,não,casa,não,sim,sim,Empresa C,24,2
Fernanda Silva,28,Ciência da Computação,2019,3,2.13,85,não,república,não,não,não,,36,1
Erika Gomes,19,Psicologia,2020,4,9.32,12,não,apartamento,não,sim,não,,19,3
Igor Oliveira,29,Medicina,2017,7,2.34,62,não,apartamento,não,sim,não,,43,3
Julia Oliveira,21,Arquitetura,2015,9,2.99,41,não,apartamento,não,não,não,,35,3
Igor Pereira,27,Administração,2020,1,2.42,153,não,república,não,não,não,,50,1
Fernanda Pereira,23,Psicologia,2019,7,7.68,78,não,casa,não,não,não,,49,1
Daniel Ferreira,27,Arquitetura,2017,7,2.97,91,não,casa,não,não,não,,57,1
Alice Silva,24,Administração,2019,10,1.65,30,não,casa,sim,não,sim,Empresa E,50,5
Alice Ribeiro,25,Arquitetura,2015,2,8.92,71,não,apartamento,não,sim,não,,46,1
Igor Ferreira,26,Engenharia,2020,1,8.66,118,não,casa,não,não,sim,Empresa A,40,3
Bruno Oliveira,18,Medicina,2018,8,6.42,136,não,apartamento,não,não,sim,Empresa E,42,1
Bruno Martins,30,Direito,2019,6,8.48,60,não,moradia estudantil,sim,não,não,,36,1
Bruno Pereira,29,Medicina,2019,5,6.22,175,não,apartamento,não,sim,não,,44,2
Carla Ribeiro,24,Administração,2016,7,2.52,124,sim,república,não,não,sim,Empresa D,18,4
Erika Almeida,22,Ciência da Computação,2015,7,6.75,87,não,apartamento,não,não,não,,39,3
Fernanda Silva,24,Medicina,2015,4,7.44,155,não,casa,não,não,não,,32,2
Carla Pereira,18,Ciência da Computação,2020,7,8.09,130,sim,apartamento,sim,sim,não,,21,2
Helena Silva,22,Engenharia,2017,9,7.92,160,não,casa,sim,não,não,,16,4
Gustavo Ferreira,24,Ciência da Computação,2016,7,4.8,36,não,moradia estudantil,não,não,não,,44,2
Helena Gomes,29,Arquitetura,2016,4,4.62,18,sim,casa,não,sim,não,,44,5
Daniel Gomes,23,Medicina,2020,6,7.56,182,não,moradia estudantil,não,sim,sim,Empresa A,55,5
Carla Santos,26,Engenharia,2020,1,5.39,8,não,moradia estudantil,não,sim,sim,Empresa A,33,3
Erika Silva,27,Engenharia,2020,3,2.57,9,não,casa,não,não,não,,33,3
Daniel Silva,23,Psicologia,2015,6,9.31,108,não,república,não,não,sim,Empresa E,34,2
Helena Pereira,28,Psicologia,2017,8,3.16,102,não,moradia estudantil,sim,não,não,,50,3
Erika Santos,20,Psicologia,2019,6,5.51,131,não,moradia estudantil,não,não,não,,52,3
Carla Santos,30,Engenharia,2016,9,2.53,94,não,moradia estudantil,não,não,não,,16,4
Igor Pereira,20,Administração,2015,10,6.55,75,não,república,não,sim,não,,44,5
Gustavo Oliveira,18,Engenharia,2015,7,0.1,46,não,moradia estudantil,não,não,não,,34,5
Daniel Pereira,27,Psicologia,2019,5,6.19,152,não,apartamento,não,não,não,,28,4
Erika Santos,23,Direito,2016,6,0.15,55,não,apartamento,não,não,não,,24,2
Gustavo Martins,30,Arquitetura,2018,1,6.42,176,não,casa,sim,não,não,,21,2
Alice Costa,29,Direito,2017,8,8.39,183,não,casa,não,não,sim,Empresa E,54,3
Daniel Ferreira,28,Direito,2019,2,1.58,96,não,república,não,sim,não,,52,1
Julia Martins,20,Ciência da Computação,2017,8,4.48,158,sim,casa,não,não,não,,15,1
Bruno Pereira,28,Ciência da Computação,2020,4,4.88,42,não,moradia estudantil,não,não,não,,28,5
Carla Silva,22,Engenharia,2016,4,4.44,172,sim,república,não,não,sim,Empresa A,45,1
Daniel Silva,28,Direito,2017,6,2.55,101,não,moradia estudantil,não,não,sim,Empresa B,56,5
Carla Martins,25,Psicologia,2018,2,5.99,58,não,moradia estudantil,não,não,sim,Empresa A,32,5
Igor Ferreira,19,Direito,2017,7,6.73,40,não,moradia estudantil,não,não,sim,Empresa E,41,5
Fernanda Ferreira,29,Psicologia,2020,2,7.08,114,sim,república,não,não,sim,Empresa C,26,1
Carla Oliveira,21,Engenharia,2018,1,7.77,174,não,moradia estudantil,sim,não,não,,45,4
Carla Ribeiro,28,Arquitetura,2016,10,7.64,137,não,apartamento,não,sim,não,,15,2
Daniel Martins,24,Direito,2017,8,7.66,31,não,república,não,sim,não,,47,5
Bruno Silva,26,Arquitetura,2017,5,9.17,128,não,apartamento,não,sim,sim,Empresa B,23,1
Daniel Almeida,20,Psicologia,2019,9,9.51,11,não,moradia estudantil,não,sim,não,,30,1
Bruno Silva,18,Ciência da Computação,2016,3,7.0,146,não,casa,não,sim,não,,26,5
Igor Ribeiro,30,Ciência da Computação,2016,6,8.39,24,não,casa,não,sim,não,,39,2
Erika Silva,18,Arquitetura,2016,1,2.74,38,não,moradia estudantil,não,não,não,,18,4
Helena Costa,26,Direito,2018,8,8.67,165,não,moradia estudantil,não,não,sim,Empresa B,52,1
Bruno Martins,20,Ciência da Computação,2018,9,0.05,135,não,casa,sim,sim,sim,Empresa E,28,3
Gustavo Oliveira,28,Ciência da Computação,2015,5,7.65,178,não,casa,sim,não,sim,Empresa E,47,1
Carla Oliveira,30,Arquitetura,2015,4,9.94,134,não,casa,não,não,sim,Empresa C,19,2
Gustavo Gomes,24,Medicina,2018,8,9.45,198,não,moradia estudantil,não,sim,não,,45,1
Bruno Silva,22,Direito,2015,10,3.32,126,não,apartamento,sim,não,sim,Empresa B,14,3
Julia Ferreira,24,Administração,2017,8,6.34,196,não,república,não,não,não,,55,4
Bruno Oliveira,24,Psicologia,2017,3,8.55,30,não,república,sim,não,não,,10,2
Alice Martins,20,Medicina,2017,3,8.14,7,não,apartamento,não,não,não,,37,3
Erika Gomes,27,Medicina,2017,2,5.61,132,não,moradia estudantil,não,não,não,,40,3
Igor Martins,25,Ciência da Computação,2015,10,7.68,31,não,casa,sim,não,não,,22,1
Carla Pereira,20,Direito,2017,1,5.93,18,não,moradia estudantil,não,não,não,,59,3
Alice Oliveira,22,Administração,2017,6,3.98,163,não,moradia estudantil,não,não,não,,23,5
Bruno Martins,19,Ciência da Computação,2015,2,1.58,87,não,apartamento,sim,não,não,,53,2
Fernanda Santos,24,Administração,2019,4,5.54,176,não,moradia estudantil,não,não,não,,39,2
Carla Ribeiro,25,Psicologia,2015,6,0.54,164,não,república,não,não,não,,30,4
Helena Santos,19,Arquitetura,2015,1,6.41,116,não,casa,não,não,sim,Empresa D,18,2
Gustavo Martins,28,Medicina,2016,1,2.51,50,não,república,não,não,não,,23,4
Igor Gomes,24,Psicologia,2015,6,8.41,92,não,apartamento,não,não,sim,Empresa A,37,5
Bruno Costa,22,Administração,2020,10,3.96,172,não,república,não,não,não,,30,3
Bruno Pereira,23,Medicina,2017,4,2.1,93,sim,apartamento,sim,não,não,,32,1
Igor Almeida,25,Arquitetura,2017,7,2.67,158,não,república,não,não,não,,10,3
Igor Martins,28,Administração,2016,5,3.37,5,não,moradia estudantil,não,não,sim,Empresa A,52,4
Bruno Ferreira,22,Administração,2016,4,8.12,189,não,moradia estudantil,sim,não,não,,19,3
Carla Silva,24,Arquitetura,2018,10,0.64,112,não,apartamento,sim,não,não,,44,5
Alice Martins,24,Arquitetura,2015,2,6.05,2,sim,república,não,não,não,,12,2
Carla Costa,20,Arquitetura,2020,9,7.54,163,não,república,não,sim,sim,Empresa C,27,4
Igor Costa,27,Medicina,2017,7,3.8,21,não,apartamento,não,não,sim,Empresa A,34,2
Fernanda Oliveira,21,Administração,2018,3,0.37,0,não,moradia estudantil,sim,não,não,,38,1
Julia Santos,18,Direito,2018,3,9.85,124,sim,casa,sim,não,não,,26,3
Julia Pereira,28,Medicina,2018,6,9.02,126,não,casa,não,sim,sim,Empresa A,60,5
Erika Oliveira,18,Ciência da Computação,2018,1,1.14,5,sim,apartamento,sim,sim,sim,Empresa D,32,4
Helena Ferreira,30,Psicologia,2017,1,0.32,144,não,república,não,sim,sim,Empresa E,10,1
Helena Santos,24,Ciência da Computação,2018,10,9.28,34,não,apartamento,sim,sim,não,,55,1
Alice Gomes,26,Ciência da Computação,2019,1,4.61,146,não,apartamento,não,sim,sim,Empresa E,49,4
Igor Oliveira,25,Ciência da Computação,2017,1,3.7,123,não,moradia estudantil,não,sim,não,,28,5
Julia Ferreira,18,Arquitetura,2015,3,3.6,31,não,casa,não,não,sim,Empresa C,39,2
